Title,Budget,Genres
Supergirl,35000000,All Movies
Bounce,35000000,All Movies
Dungeons & Dragons,35000000,All Movies
The Pledge,35000000,All Movies
The Wedding Planner,35000000,All Movies
Empire of the Sun,35000000,All Movies
Spy Kids,35000000,All Movies
American Outlaws,35000000,All Movies
From Hell,35000000,All Movies
Flash Gordon,35000000,All Movies
The Count of Monte Cristo,35000000,All Movies
Queen of the Damned,35000000,All Movies
The Bad News Bears,35000000,All Movies
The Four Feathers,35000000,All Movies
Ghost Ship,35000000,All Movies
Femme Fatale,35000000,All Movies
The Best Little Whorehouse in Texas,35000000,All Movies
The Pianist,35000000,All Movies
Dennis the Menace,35000000,All Movies
Down with Love,35000000,All Movies
Oscar,35000000,All Movies
The Order,35000000,All Movies
School of Rock,35000000,All Movies
Radio Flyer,35000000,All Movies
1941,35000000,All Movies
Jersey Girl,35000000,All Movies
Little Black Book,35000000,All Movies
Cursed,35000000,All Movies
Guess Who,35000000,All Movies
Sky High,35000000,All Movies
Valiant,35000000,All Movies
Two for the Money,35000000,All Movies
North Country,35000000,All Movies
Bandidas,35000000,All Movies
The Devil Wears Prada,35000000,All Movies
Zoom,35000000,All Movies
The Fountain,35000000,All Movies
A Good Year,35000000,All Movies
License to Wed,35000000,All Movies
Lions for Lambs,35000000,All Movies
Walk Hard: The Dewey Cox Story,35000000,All Movies
Untraceable,35000000,All Movies
Welcome Home Roscoe Jenkins,35000000,All Movies
21,35000000,All Movies
Superhero Movie,35000000,All Movies
What Happens in Vegas,35000000,All Movies
Mirrors,35000000,All Movies
Max Payne,35000000,All Movies
Revolutionary Road,35000000,All Movies
Underworld: Rise of the Lycans,35000000,All Movies
Hotel for Dogs,35000000,All Movies
The Young Victoria,35000000,All Movies
The Hangover,35000000,All Movies
Hannah Montana: The Movie,35000000,All Movies
Old Dogs,35000000,All Movies
Big Daddy,34200000,All Movies
Natural Born Killers,34000000,All Movies
The Age of Innocence,34000000,All Movies
Malcolm X,34000000,All Movies
Moonraker,34000000,All Movies
Summer Catch,34000000,All Movies
Paradise,34000000,All Movies
TMNT,34000000,All Movies
